,Unnamed: 0,duration1,duration0,duration3,duration2,apviewers2,apviewers3,apviewers0,apviewers1,program0,program1,program2,program3,airtime1,airtime0,papviewers3,airtime3,papviewers2,airtime2,papviewers1,papviewers0,paviewers0,paviewers1,paviewers2,paviewers3,episode1,episode0,episode3,episode2,aviewers3,aviewers2,aviewers1,aviewers0,network,inaduration,inaprogram,inaairtime,inaviewers,inpaviewers,inaepisode,inapprogram,inapduration,inpapviewers,inapviewers,inapairtime,inapepisode,outpaviewers,outaviewers,outaepisode,outaprogram,outaduration,outaairtime,outpapviewers,outapprogram,outapduration,outapairtime,outapepisode,outapviewers,slhimpressions,sl7hunduplicated_reach,slhfrequency,slafrequency,sl3ptotal_reach,blhconversion,slhduplicated_reach,slaptotal_reach,sl7aduplicated_reach,bl3hfrequency,slhtotal_reach,blptotal_reach,sl7apunduplicated_reach,sl7pduplicated_reach,sl3hfrequency,sl7pimpressions,bl3hcv_rate,bl7atotal_reach,sl3aduplicated_reach,blhunduplicated_reach,sl3himpressions,bl7aimpressions,blapimpressions,bl7aunduplicated_reach,slpconversion,slhcv_rate,sl7apduplicated_reach,bl3aconversion,sl7aimpressions,blpunduplicated_reach,bl3hunduplicated_reach,slpunduplicated_reach,bl7pimpressions,bl7pduplicated_reach,blacv_rate,bl7hunduplicated_reach,sl3pcv_rate,blapcv_rate,slptotal_reach,sl3hduplicated_reach,bl3aduplicated_reach,bl3himpressions,slapconversion,blhtotal_reach,blhimpressions,sl3pfrequency,slhconversion,bl7ptotal_reach,bl7hcv_rate,bl7hfrequency,slapfrequency,sl7punduplicated_reach,sl3pduplicated_reach,sl7apcv_rate,sl3hunduplicated_reach,bl7apunduplicated_reach,bl3ptotal_reach,sl7hfrequency,slapcv_rate,bl7hduplicated_reach,blaunduplicated_reach,sl3apduplicated_reach,bl3aunduplicated_reach,sl3aptotal_reach,blpfrequency,bl3atotal_reach,sl3apconversion,slpduplicated_reach,sl7afrequency,slatotal_reach,sl3afrequency,bl3afrequency,sl3punduplicated_reach,slaconversion,blapunduplicated_reach,bl3aptotal_reach,bl7acv_rate,sl7acv_rate,bl3pimpressions,blaconversion,sl7aptotal_reach,bl3pfrequency,blapduplicated_reach,bl3pduplicated_reach,sl3apcv_rate,bl3acv_rate,sl7apfrequency,sl7hcv_rate,blaimpressions,sl3aconversion,bl7himpressions,slpfrequency,sl3acv_rate,sl3pconversion,bl7htotal_reach,sl7himpressions,sl3atotal_reach,bl7hconversion,blaptotal_reach,slpcv_rate,sl7ptotal_reach,slapunduplicated_reach,blpconversion,blpcv_rate,bl3apconversion,bl3apfrequency,bl7aptotal_reach,sl7apimpressions,bl3hconversion,bl3pcv_rate,bl7apimpressions,sl7hconversion,bl7apduplicated_reach,sl3hcv_rate,bl7afrequency,sl3aunduplicated_reach,sl3pimpressions,blapconversion,bl7pconversion,sl3apimpressions,bl7pcv_rate,bl3apimpressions,bl3punduplicated_reach,bl7apcv_rate,sl7apconversion,bl3htotal_reach,slhunduplicated_reach,sl7pcv_rate,bl7pfrequency,bl3apduplicated_reach,slpimpressions,slaimpressions,blpduplicated_reach,blafrequency,blhduplicated_reach,bl7punduplicated_reach,bl3apcv_rate,sl7aconversion,blapfrequency,bl3pconversion,sl3hconversion,sladuplicated_reach,sl7pfrequency,sl3htotal_reach,bl7aconversion,blatotal_reach,sl7aunduplicated_reach,slapduplicated_reach,bl7apconversion,sl7atotal_reach,slacv_rate,bladuplicated_reach,bl3apunduplicated_reach,blpimpressions,bl7aduplicated_reach,bl3aimpressions,sl7htotal_reach,bl7apfrequency,sl7hduplicated_reach,blhcv_rate,blhfrequency,bl3hduplicated_reach,slapimpressions,sl3apfrequency,sl7pconversion,sl3apunduplicated_reach,sl3aimpressions,slaunduplicated_reach
54,54,0,60,0,0,0,0,19338,0,TOP 100 HIP HOP HITS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.0631,0.0492,0,0,0,,PART 2,,,0,0,0,34706,FUSE,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,6094,0,1.27,1.29,2899,0,4780,1161,1161,0,4780,0,0,2899,1.27,3819,0,0,1161,0,6094,0,0,0,0,0,1161,0,1499,0,0,0,0,0,0,0,0,0,2899,4780,0,0,0,0,0,1.32,0,0,0,0,1.29,0,2899,0,0,0,0,1.27,0,0,0,1161,0,1161,0,0,0,2899,1.29,1161,1.29,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,1.29,0,0,0,0,1.32,0,0,0,6094,1161,0,0,0,2899,0,0,0,0,0,0,1499,0,0,0,0,0,0,0,0,3819,0,0,1499,0,0,0,0,0,0,0,0,0,0,3819,1499,0,0,0,0,0,0,0,0,0,1161,1.32,4780,0,0,0,1161,0,1161,0,0,0,0,0,0,4780,0,4780,0,0,0,1499,1.29,0,0,1499,0
55,55,0,210,0,0,0,0,582838,0,FX MOVIE PRIME,,,,0,2016-02-21 20:00:00,0,0,0,0,0,1.9033,1.9783,0,0,0,,ZERO DARK THIRTY,,,0,0,0,1395381,FX,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,334839,137066,1.31,1.35,321975,0,125501,79600,57336,0,254689,0,44605,105689,1.32,436009,0,0,57087,0,351723,0,0,0,3315,0.0112,35556,0,211952,0,0,204745,0,0,0,0,0.0103,0,307618,128384,0,0,399,0,0,1.35,2860,0,0,0,1.33,216286,105157,0.011,137590,0,0,1.32,0.005,0,0,35556,0,80161,0,0,399,102873,1.36,152279,1.36,0,216818,637,0,0,0,0.0072,0,0,80161,0,0,0,0.005,0,1.34,0.0116,0,637,0,1.35,0.0041,3315,0,351723,155655,0,0,0.0108,321975,44044,0,0,0,0,0,107079,0,0,0,3087,0,0.0108,0,98568,436009,0,0,107079,0,0,0,0,884,0,129188,0.0118,0,0,414454,205011,0,0,0,0,0,1122,0,0,2860,56414,1.35,265974,0,0,98319,35556,0,155655,0.0042,0,0,0,0,0,265974,0,128908,0,0,0,105918,1.34,3800,44605,211952,95865
56,56,150,150,0,0,0,0,250606,218935,FXX MOVIE PRIME,FXX MOVIE PRIME,,,2016-02-21 21:30:00,2016-02-21 19:00:00,0,0,0,0,0.715,0.8184,0.8578,0.6529,0,0,21 JUMP STREET,21 JUMP STREET,,,0,0,460528,605052,FXX,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,85412,31279,1.29,1.34,84972,0,32549,17822,13908,0,65977,0,11180,29071,1.29,117214,0,0,13569,0,87820,0,0,0,0,0,8255,0,51929,0,0,54785,0,0,0,0,0,0,83101,36582,0,0,0,0,0,1.37,0,0,0,0,1.35,56240,28733,0,31279,0,0,1.31,0,0,0,7917,0,19096,0,0,0,28316,1.36,36608,1.34,0,56239,0,0,0,0,0,0,0,19435,0,0,0,0,0,1.38,0.0099,0,0,0,1.37,0,0,0,88892,37882,0,0,0,85311,9905,0,0,0,0,0,26790,0,0,0,674,0,0.0099,0,24313,116096,0,0,25672,0,0,0,0,0,0,33428,0,0,0,113643,49129,0,0,0,0,0,0,0,0,674,13569,1.37,67861,0,0,24313,7917,0,38221,0,0,0,0,0,0,67861,0,36582,0,0,0,23989,1.34,0,11179,50811,23039
57,57,0,60,0,0,0,0,55265,0,FLIPPING VEGAS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.1805,0.1457,0,0,0,,BLACK MARKET HOUSE 26,,,0,0,0,102781,FYI,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,70412,19035,1.39,1.44,63582,0,33339,16142,18863,0,50659,0,9061,35114,1.39,89071,0,0,18863,0,72964,0,0,0,307,0.0271,9184,0,49472,0,0,26005,0,0,0,0,0.0048,0,60550,33620,0,0,0,0,0,1.4,1373,0,0,0,1.41,28468,35114,0,19035,0,0,1.39,0,0,0,9184,0,18245,0,0,0,34545,1.43,32514,1.43,0,28468,0,0,0,0,0,0,0,18245,0,0,0,0,0,1.4,0.0261,0,0,0,1.41,0,307,0,72964,34617,0,0,0.0051,63582,7527,0,0,0,0,0,25543,0,0,0,1373,0,0.0261,0,15754,89071,0,0,25543,0,0,0,0,0,0,17320,0.0048,0,0,85092,46742,0,0,0,0,0,0,0,0,1373,18294,1.4,52655,0,0,15754,8615,0,34617,0,0,0,0,0,0,52655,0,33620,0,0,0,22812,1.4,307,9061,49472,14220
58,58,30,30,0,0,0,0,4294,17723,FLEA MARKET FLIP,FLEA MARKET FLIP,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.0579,0.014,0.047,0.0603,0,0,HFMF-205TH,HFMF-206TH,,,0,0,42558,33183,GAC,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,460640,178031,1.67,1.66,386544,0,105216,68651,20607,0,275601,0,60039,103585,1.74,663254,0,0,20607,0,495997,0,0,0,1992,0.0065,18503,0,182374,0,0,263132,0,0,0,0,0.0052,0,366342,107576,0,0,0,0,0,1.72,1782,0,0,0,1.96,282959,103585,0,178031,0,0,1.74,0,0,0,18503,0,78542,0,0,0,103210,1.61,103448,1.61,0,282959,1992,0,0,0,0.0176,0,0,78542,0,0,0,0,0,1.85,0.0062,0,1992,0,1.68,0.0176,1992,0,495997,113339,0,0,0.0054,386544,50148,0,0,0,0,0,145187,0,0,0,1782,0,0.0062,0,92732,663254,0,0,145187,0,0,0,0,0,0,170385,0.0052,0,0,615772,171880,0,0,0,0,0,1992,0,0,1782,20607,1.72,285607,0,0,92732,18503,0,113339,0.0193,0,0,0,0,0,285607,0,107576,0,0,0,134693,1.85,1992,60039,182374,82841
59,59,0,150,0,0,0,0,11612,0,ANTONIO AGUILAR SUN,,,,0,2016-02-21 20:00:00,0,0,0,0,0,0.0379,0.5348,0,0,0,,VUELVE EL OJO DE VIDRIO,,,0,0,0,377221,GALA,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,320,0,0,0,0,108771,0,PGA TOUR: NBC,,,,0,2016-02-21 19:25:00,0,0,0,0,0,0.3552,0.5116,0,0,0,,2015 HONDA CLS,,,0,0,0,360824,GOLF,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,47961,19436,1.6,1.47,29018,0,10517,3058,4076,0,29953,0,3058,6742,1.6,46172,0,0,4076,0,47961,0,0,0,0,0,0,0,18293,0,0,22276,0,0,0,0,0,0,29018,10517,0,0,0,0,0,1.59,0,0,0,0,1.91,22276,6742,0,19436,0,0,1.6,0,0,0,0,0,3058,0,0,0,6742,1.47,12445,1.47,0,22276,0,0,0,0,0,0,0,3058,0,0,0,0,0,1.91,0,0,0,0,1.59,0,0,0,47961,12445,0,0,0,29018,3058,0,0,0,0,0,5848,0,0,0,0,0,0,0,8369,46172,0,0,5848,0,0,0,0,0,0,19436,0,0,0,46172,18293,0,0,0,0,0,0,0,0,0,4076,1.59,29953,0,0,8369,0,0,12445,0,0,0,0,0,0,29953,0,10517,0,0,0,5848,1.91,0,3058,18293,8369
61,61,30,30,0,0,0,0,124245,119350,FAMILY FEUD (HARVEY),FAMILY FEUD (HARVEY),,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.3897,0.4057,0.3653,0.3407,0,0,,,,,0,0,240289,257640,GSN,0,,0,0,0,,,0,0,0,0,,0.6379,2789,,FAMILY FEUD (HARVEY),30,10:00:00 PM,1.5501,FAMILY FEUD (HARVEY),30,10:00:00 PM,,2789,1333262,660998,1.21,1.18,1467895,0,458611,219431,111530,0,1102848,0,181120,401849,1.21,1728189,0,0,111530,0,1365349,0,0,0,43679,0.0279,41918,0,464409,0,0,1046226,0,0,0,0,0.0298,0,1443119,463303,0,0,0,0,0,1.18,30763,0,0,0,1.12,1066046,401849,0,660998,0,0,1.21,0,0,0,41918,0,223038,0,0,0,396893,1.17,389804,1.17,0,1066046,0,0,0,0,0,0,0,223038,0,0,0,0,0,1.12,0.0274,0,0,0,1.18,0,43679,0,1365349,395687,0,0,0.0303,1467895,179939,0,0,0,0,0,250637,0,0,0,30763,0,0.0274,0,284157,1728189,0,0,250637,0,0,0,0,0,0,644237,0.0298,0,0,1697856,458079,0,0,0,0,0,0,0,0,30763,106828,1.18,1124301,0,0,284157,39492,0,395687,0,0,0,0,0,0,1124301,0,463303,0,0,0,246824,1.12,43679,181120,464409,282976
62,62,0,120,0,0,0,0,244153,0,SPECIAL PRESENTATION,,,,0,2016-02-21 20:00:00,0,0,0,0,0,0.7973,0.761,0,0,0,,THE LOST PYRAMID,,,0,0,0,536778,H2,0,,0,0,0,,,0,0,0,0,,1.3406,5861,EGYPT: ENGINEERING AN EMPIRE,SPECIAL PRESENTATION,120,10:00:00 PM,1.9593,SPECIAL PRESENTATION,120,10:00:00 PM,EGYPT: ENGINEERING AN EMPIRE,3525,189327,10876,1.37,1.36,172870,70893,128507,26145,48864,2.05,138079,2821446,3656,153182,1.37,241407,0.0317,1247074,48864,1372323,192619,2286724,1066451,891069,5068,0.049,23218,12156,79611,2037762,1401005,18378,5873143,816001,0.01,1404441,0.0293,0.017,169920,129769,356005,4819639,4662,2275985,4700311,1.4,6765,2903537,0.0316,2.05,1.38,19688,153182,0.1735,10876,450847,2900382,1.37,0.1783,944749,866612,23218,887914,26874,2.03,1243919,4662,151542,1.36,57931,1.36,1.84,19688,4662,450612,606269,0.0097,0.0795,5869873,12156,26874,2.02,148882,816001,0.1735,0.0098,1.38,0.0481,2201790,4662,4823039,1.4,0.0795,5068,2349190,192619,58660,74281,599494,0.0298,172870,3656,23808,0.0084,10177,1.82,609423,37106,74281,0.0106,1109412,6765,158576,0.0481,1.83,9796,241407,10177,30630,37106,0.0105,1106142,2084381,0.0167,4662,2345754,9572,0.0293,2.02,158576,237528,78633,783684,1.82,903662,2087536,0.0168,4662,1.78,30630,6765,48135,1.4,140645,12156,1210921,9796,22489,10177,58660,0.0805,344309,447693,5725113,356005,2283454,140645,1.82,129769,0.0311,2.07,944749,36128,1.38,5068,3656,79611,9796
63,63,0,120,0,0,0,0,225498,0,HALLMARK MOVIE,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.7364,0.5713,0,0,0,,HOW TO FALL IN LOVE,,,0,0,0,402949,HALL,120,HALLMARK MOVIE,7:00:00 PM,2141,0.4762,PERFECT ON PAPER,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,1034273,232565,1.93,2.05,649565,0,316230,82760,89714,0,537179,0,44632,309666,1.94,1249574,0,0,89383,0,1088233,0,0,0,5148,0.0116,42783,0,393531,0,0,328674,0,0,0,0,0.0084,0,625005,327762,0,0,0,0,0,1.92,6238,0,0,0,2.15,341714,308756,0,231783,0,0,1.94,0,0,0,42783,0,86591,0,0,0,296331,2.04,181045,2.05,0,340809,684,0,0,0,0.0035,0,0,87415,0,0,0,0,0,2.11,0.0116,0,684,0,1.91,0.0036,5443,0,1090647,191862,0,0,0.0082,651380,40530,0,0,0,0,0,184751,0,0,0,6538,0,0.0117,0,102479,1247183,0,0,183641,0,0,0,0,0,0,220949,0.0084,0,0,1195104,370319,0,0,0,0,0,684,0,0,6538,85196,1.92,559545,0,0,102972,42230,0,192686,0.0038,0,0,0,0,0,561402,0,328837,0,0,0,177787,2.12,5443,43808,392421,95849
64,64,0,60,0,0,0,0,78331,0,MYSTERY THEATER,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.2558,0.1404,0,0,0,,DIAGNOSIS MURDER,,,0,0,0,99023,HALLMOV,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,469545,103806,2.03,1.99,279582,0,127845,33232,25942,0,231361,0,20892,121392,2,539771,0,0,25942,0,484096,0,0,0,0,0,14033,0,118112,0,0,154244,0,0,0,0,0,0,267124,137650,0,0,0,0,0,1.93,0,0,0,0,1.94,158768,120814,0,104079,0,0,2,0,0,0,14033,0,34925,0,0,0,112880,1.98,57082,1.98,0,158768,0,0,0,0,0,0,0,34925,0,0,0,0,0,1.93,0,0,0,0,1.95,0,0,0,484456,59635,0,0,0,280160,20893,0,0,0,0,0,67517,0,0,0,0,0,0,0,33693,539026,0,0,67517,0,0,0,0,0,0,103516,0,0,0,520977,113802,0,0,0,0,0,0,0,0,0,23682,1.93,241729,0,0,33693,12339,0,59635,0,0,0,0,0,0,242012,0,138206,0,0,0,64371,1.93,0,20892,118112,33400
65,65,26,24,0,0,0,0,32794,29799,GIRLS,TOGETHERNESS,,,2016-02-21 21:31:00,2016-02-21 21:02:00,0,0,0,0,0.0973,0.1071,0.1812,0.2112,0,0,07: PARTY TIME,39: ASK ME MY NAME,,,0,0,148943,127828,HBO,12,BREAK,8:50:00 PM,3403,0.7569,,,0,0,0,0,,6.8973,30154,,BREAK,4,9:57:00 PM,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,30,30,0,0,0,0,228063,260247,CARIBBEAN LIFE,CARIBBEAN LIFE,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.8499,0.7448,0.8213,0.9914,0,0,HCBLF-301H,HCBLF-307H,,,0,0,699251,579270,HGTV,30,BEACHFRONT BARGAIN HUNT,8:30:00 PM,6297,1.4006,HBFBH-502H,,0,0,0,0,,1.457,6370,HISLF-112H,ISLAND LIFE,30,10:00:00 PM,0,,0,0,,0,1217314,381130,1.63,1.57,1002690,0,374058,191942,138106,0,747100,0,111989,353543,1.64,1624840,0,0,136155,0,1265470,0,0,0,20201,0.0287,88325,0,647192,0,0,631708,0,0,0,0,0.0213,0,966997,388128,0,0,0,0,0,1.62,21428,0,0,0,1.6,649749,351592,0.0019,382760,0,0,1.64,0,0,0,86374,0,200314,0,0,380,335289,1.59,390431,1.59,0,651098,7835,0,0,0,0.0201,0,0,200314,0,0,0,0.0019,0,1.61,0.0297,0,8215,0,1.6,0.0201,21345,0,1265863,408191,0,0,0.0209,1003292,109098,0,0,0,0,0,321920,0,0,0,22915,0,0.0297,0,272036,1624056,0,0,321920,0,0,0,0,380,0,373042,0.0213,0,0,1550370,614147,0,0,0,0,0,8215,0,0,22915,131742,1.62,770888,0,0,270085,82844,0,408191,0.0201,0,0,0,0,0,771193,0,390063,0,0,0,306164,1.61,21345,113940,647192,258689
67,67,0,63,0,0,0,0,426539,0,AX MEN,,,,0,2016-02-21 21:00:00,0,0,0,0,0,1.3929,1.3921,0,0,0,,DAVI & GOLIATH 812,,,0,0,0,981884,HISTORY,60,AX MEN,8:00:00 PM,13545,3.0126,DONT CROSS THE BOSS 811,AX MEN,60,6.6441,13545,8:00:00 PM,DONT CROSS THE BOSS 811,0.9426,4121,CURSE OF THE BLACK LEGION 4,LEGEND OF SUPERSTITION MT,60,10:03:00 PM,0,,0,0,,0,380190,96979,1.34,1.37,329331,22294,189933,52410,78777,1.31,284288,2084181,19880,180875,1.35,450927,0.0204,1024689,78419,918189,394996,1345643,549715,704208,3700,0.0171,33191,24604,183454,1478079,949684,146068,2830666,612773,0.0135,951494,0.0122,0.0305,321672,196348,320123,2062806,2826,1529965,2016348,1.37,4871,2130641,0.0203,1.31,1.35,148814,180516,0.0532,96979,274982,2128562,1.35,0.0539,625300,673709,33191,702487,53071,1.33,1022610,2826,175604,1.37,128418,1.37,1.31,148815,2826,262696,453899,0.024,0.0211,2828459,13333,53071,1.33,173843,612415,0.0532,0.0241,1.35,0.0176,1306232,2826,2065114,1.37,0.0212,4020,1576794,396173,133300,32074,436539,0.0115,329689,19219,15127,0.0073,24604,1.25,453899,71873,32074,0.0133,568926,5186,178917,0.0177,1.31,54881,450453,13333,28258,71873,0.0133,568926,1516147,0.0542,2826,1574608,94355,0.0122,1.33,178917,440340,176475,606102,1.32,611776,1517868,0.0542,2826,1.26,28258,5186,74445,1.37,293327,24604,988758,54881,33191,24604,133658,0.022,315049,274982,2780334,320481,1343436,294237,1.25,197258,0.0146,1.32,624924,71001,1.35,4020,19880,182980,53973
68,68,30,30,0,0,0,0,93571,94786,FORENSIC FILES,FORENSIC FILES,,,2016-02-21 21:30:00,2016-02-21 21:00:00,0,0,0,0,0.3095,0.3056,0.3298,0.3178,0,0,KEY EVIDENCE,CONCRETE ALIBI,,,0,0,224151,232626,HLN,30,FORENSIC FILES,8:30:00 PM,22119,4.9196,SECOND SHOT AT LOVE,FORENSIC FILES,30,5.9785,12188,8:30:00 PM,SECOND SHOT AT LOVE,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,136021,0,0,0,2.16,0,4866605,0,0,0,0,0.0443,1922272,0,2184209,0,4121510,2114726,1399057,0,0,0,40240,0,3425855,2192273,0,10062725,1478248,0.0084,2222252,0,0.0019,0,0,521265,8251868,0,3763376,8108408,0,0,4997630,0.0445,2.16,0,0,0,0,0,612302,4949158,0,0,1626493,1331801,0,1363333,0,2.02,1884598,0,0,0,0,0,2.17,0,0,606276,899960,0.0209,0,10011356,15432,0,2.02,291594,1475883,0,0.0214,0,0,3963373,0,8300661,0,0,0,3848745,0,0,171133,897870,0,0,0,122530,0.0252,17063,2.39,911282,0,168935,0.035,2163709,0,298980,0,2.14,0,0,1699,177351,0,0.0355,2151227,3473275,0.0187,0,3816413,0,0,2.01,297029,0,0,1440750,2.16,1579167,3519382,0.019,0,2.36,173004,0,0,0,0,40240,1838556,0,0,17063,0,0,506755,602931,9835252,523215,4081870,0,2.37,0,0.0361,2.15,1624140,0,0,0,0,0,0
69,69,0,60,0,0,0,0,264428,0,UNUSUAL SUSPECTS,,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.8635,0.8,0,0,0,,,,,0,0,0,564307,ID,0,,0,0,0,,,0,0,0,0,,3.5476,15510,,ON THE CASE WITH PZ,60,10:00:00 PM,8.6206,ON THE CASE WITH PZ,60,10:00:00 PM,,15510,1027563,340300,1.24,1.28,951047,0,481260,256115,202988,0,826112,0,136705,495553,1.25,1211852,0,0,202988,0,1041312,0,0,0,2616,0.0083,119410,0,572152,0,0,454012,0,0,0,0,0.0054,0,936624,494864,0,0,776,0,0,1.27,6848,0,0,0,1.27,455494,495553,0.0129,340300,0,0,1.25,0.003,0,0,119410,0,256115,0,0,3295,482612,1.29,444277,1.29,0,455494,776,0,0,0,0.0074,0,0,256115,0,0,0,0.0129,0,1.27,0.0142,0,3295,0,1.27,0.0074,5135,0,1041312,444277,0,0,0.0028,951047,138767,0,0,0,0,0,325871,0,0,0,11869,0,0.0142,0,241289,1211852,0,0,325871,0,0,0,0,3295,0,344852,0.0054,0,0,1191096,570190,0,0,0,0,0,3295,0,0,11869,200596,1.27,835164,0,0,241289,117348,0,444277,0.0017,0,0,0,0,0,835164,0,494864,0,0,0,325205,1.27,5135,136705,572152,243681
70,70,0,135,0,0,0,0,72980,0,PRIME MOVIE 1,,,,0,2016-02-21 20:45:00,0,0,0,0,0,0.2383,0.2641,0,0,0,,JAY & SILENT BOB STRIKE,,,0,0,0,186257,IFC,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,29032,13026,1.29,1.33,26271,0,9863,9195,8663,0,22577,0,3727,12691,1.29,35046,0,0,8663,0,31427,0,0,0,0,0,7259,0,18979,0,0,13581,0,0,0,0,0,0,24480,11724,0,0,0,0,0,1.32,0,0,0,0,1.33,13881,12691,0,12715,0,0,1.29,0,0,0,7259,0,10986,0,0,0,10899,1.33,12524,1.33,0,13580,0,0,0,0,0,0,0,10986,0,0,0,0,0,1.32,0,0,0,0,1.32,0,0,0,31824,14315,0,0,0,26572,3727,0,0,0,0,0,14549,0,0,0,0,0,0,0,5652,34647,0,0,14549,0,0,0,0,0,0,12714,0,0,0,32287,16619,0,0,0,0,0,0,0,0,0,6872,1.32,24439,0,0,5652,5468,0,14315,0,0,0,0,0,0,24750,0,11724,0,0,0,12189,1.32,0,3727,18979,5652
71,71,0,60,0,0,0,0,28372,0,"WALKER,TEXAS RANGER",,,,0,2016-02-21 21:00:00,0,0,0,0,0,0.0927,0.1223,0,0,0,,NIGHT OF THE GLADIATOR,,,0,0,0,86237,INSP,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,0,150,0,0,0,0,453494,0,SUNDAY 8PM MOVIE,,,,0,2016-02-21 20:00:00,0,0,0,0,0,1.4809,1.3612,0,0,0,,THE LINCOLN LAWYER,,,0,0,0,960111,ION,0,,0,0,0,,,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
